Date,Quantity_Consumed,Lead_Time,Sales_Volume,Month,Year,lag_7,lag_14,lag_30,rolling_7,rolling_30,month,dayofweek,Material_Name_Sand,Material_Name_TMT_Steel,Vendor_Name_Vendor_B,Vendor_Name_Vendor_C,Location_Ghaziabad,Location_Noida
2023-04-14,184.0,6,190,4,2023,192.0,160.0,179.0,164.57142857142858,170.9,4,4,False,False,True,False,False,True
2023-04-15,143.0,13,139,4,2023,167.0,162.0,177.0,161.14285714285714,169.76666666666668,4,5,False,False,True,False,False,False
2023-04-16,144.0,9,150,4,2023,168.0,154.0,181.0,157.71428571428572,168.53333333333333,4,6,False,False,False,False,False,False
2023-04-17,173.0,13,164,4,2023,177.0,157.0,154.0,157.14285714285714,169.16666666666666,4,0,False,False,False,False,False,False
2023-04-18,176.0,9,184,4,2023,155.0,176.0,182.0,160.14285714285714,168.96666666666667,4,1,False,False,False,True,False,False
2023-04-19,147.0,11,153,4,2023,144.0,186.0,160.0,160.57142857142858,168.53333333333333,4,2,False,False,True,False,False,True
2023-04-20,178.0,5,178,4,2023,157.0,169.0,176.0,163.57142857142858,168.6,4,3,False,False,True,False,True,False
2023-04-21,203.0,5,200,4,2023,184.0,192.0,151.0,166.28571428571428,170.33333333333334,4,4,False,False,True,False,False,False
2023-04-22,176.0,7,177,4,2023,143.0,167.0,179.0,171.0,170.23333333333332,4,5,False,False,False,False,True,False
2023-04-23,158.0,13,157,4,2023,144.0,168.0,163.0,173.0,170.06666666666666,4,6,False,False,True,False,True,False
2023-04-24,187.0,10,181,4,2023,173.0,177.0,180.0,175.0,170.3,4,0,False,False,True,False,False,True
2023-04-25,183.0,14,187,4,2023,176.0,155.0,187.0,176.0,170.16666666666666,4,1,False,False,False,True,False,False
2023-04-26,165.0,8,172,4,2023,147.0,144.0,194.0,178.57142857142858,169.2,4,2,False,False,False,False,True,False
2023-04-27,160.0,6,152,4,2023,178.0,157.0,207.0,176.0,167.63333333333333,4,3,False,False,True,False,False,False
2023-04-28,189.0,6,191,4,2023,203.0,184.0,180.0,174.0,167.93333333333334,4,4,False,False,False,False,False,False
2023-04-29,182.0,11,173,4,2023,176.0,143.0,148.0,174.85714285714286,169.06666666666666,4,5,False,False,True,False,False,True
2023-04-30,167.0,12,172,4,2023,158.0,144.0,160.0,176.14285714285714,169.3,4,6,False,False,False,False,True,False
2023-05-01,189.0,5,183,5,2023,187.0,173.0,162.0,176.42857142857142,170.2,5,0,False,False,False,False,False,False
2023-05-02,177.0,5,182,5,2023,183.0,176.0,154.0,175.57142857142858,170.96666666666667,5,1,False,False,False,True,False,False
2023-05-03,153.0,9,147,5,2023,165.0,147.0,157.0,173.85714285714286,170.83333333333334,5,2,False,False,False,True,False,False
2023-05-04,184.0,14,186,5,2023,160.0,178.0,176.0,177.28571428571428,171.1,5,3,False,False,True,False,False,False
2023-05-05,165.0,9,160,5,2023,189.0,203.0,186.0,173.85714285714286,170.4,5,4,False,False,False,True,False,False
2023-05-06,155.0,13,159,5,2023,182.0,176.0,169.0,170.0,169.93333333333334,5,5,False,False,False,True,True,False
2023-05-07,168.0,13,160,5,2023,167.0,158.0,192.0,170.14285714285714,169.13333333333333,5,6,False,False,False,True,True,False
2023-05-08,179.0,10,186,5,2023,189.0,187.0,167.0,168.71428571428572,169.53333333333333,5,0,False,False,False,True,True,False
2023-05-09,181.0,12,173,5,2023,177.0,183.0,168.0,169.28571428571428,169.96666666666667,5,1,False,False,False,False,False,True
2023-05-10,174.0,13,164,5,2023,153.0,165.0,177.0,172.28571428571428,169.86666666666667,5,2,False,False,False,True,False,True
2023-05-11,174.0,11,182,5,2023,184.0,160.0,155.0,170.85714285714286,170.5,5,3,False,False,True,False,False,True
2023-05-12,175.0,6,172,5,2023,165.0,189.0,144.0,172.28571428571428,171.53333333333333,5,4,False,False,False,False,True,False
2023-05-13,154.0,6,152,5,2023,155.0,182.0,157.0,172.14285714285714,171.43333333333334,5,5,False,False,False,False,False,False
2023-05-14,158.0,10,164,5,2023,168.0,167.0,184.0,170.71428571428572,170.56666666666666,5,6,False,False,False,True,False,False
2023-05-15,163.0,8,166,5,2023,179.0,189.0,143.0,168.42857142857142,171.23333333333332,5,0,False,False,False,False,False,False
2023-05-16,162.0,14,170,5,2023,181.0,177.0,144.0,165.71428571428572,171.83333333333334,5,1,False,False,False,False,False,True
2023-05-17,161.0,8,152,5,2023,174.0,153.0,173.0,163.85714285714286,171.43333333333334,5,2,False,False,True,False,False,True
2023-05-18,145.0,7,139,5,2023,174.0,184.0,176.0,159.71428571428572,170.4,5,3,False,False,False,True,False,False
2023-05-19,168.0,6,169,5,2023,175.0,165.0,147.0,158.71428571428572,171.1,5,4,False,False,False,True,False,False
2023-05-20,160.0,8,167,5,2023,154.0,155.0,178.0,159.57142857142858,170.5,5,5,False,False,False,False,True,False
2023-05-21,177.0,13,180,5,2023,158.0,168.0,203.0,162.28571428571428,169.63333333333333,5,6,False,False,False,False,True,False
2023-05-22,169.0,12,160,5,2023,163.0,179.0,176.0,163.14285714285714,169.4,5,0,False,False,False,False,False,True
2023-05-23,126.0,10,116,5,2023,162.0,181.0,158.0,158.0,168.33333333333334,5,1,False,False,False,True,False,True
2023-05-24,164.0,10,168,5,2023,161.0,174.0,187.0,158.42857142857142,167.56666666666666,5,2,False,False,False,True,True,False
2023-05-25,162.0,5,152,5,2023,145.0,174.0,183.0,160.85714285714286,166.86666666666667,5,3,False,False,False,True,True,False
2023-05-26,171.0,6,175,5,2023,168.0,175.0,165.0,161.28571428571428,167.06666666666666,5,4,False,False,False,True,True,False
2023-05-27,163.0,10,161,5,2023,160.0,154.0,160.0,161.71428571428572,167.16666666666666,5,5,False,False,True,False,False,False
2023-05-28,163.0,11,172,5,2023,177.0,158.0,189.0,159.71428571428572,166.3,5,6,False,False,True,False,True,False
2023-05-29,178.0,6,177,5,2023,169.0,163.0,182.0,161.0,166.16666666666666,5,0,False,False,True,False,True,False
2023-05-30,140.0,7,138,5,2023,126.0,162.0,167.0,163.0,165.26666666666668,5,1,False,False,False,True,True,False
2023-05-31,163.0,5,159,5,2023,164.0,161.0,189.0,162.85714285714286,164.4,5,2,False,False,False,True,False,True
2023-06-01,206.0,13,214,6,2023,162.0,145.0,177.0,169.14285714285714,165.36666666666667,6,3,False,False,True,False,True,False
2023-06-02,186.0,10,179,6,2023,171.0,168.0,153.0,171.28571428571428,166.46666666666667,6,4,False,False,False,True,False,True
2023-06-03,150.0,8,147,6,2023,163.0,160.0,184.0,169.42857142857142,165.33333333333334,6,5,False,False,False,False,False,True
2023-06-04,180.0,9,174,6,2023,163.0,177.0,165.0,171.85714285714286,165.83333333333334,6,6,False,False,True,False,True,False
2023-06-05,148.0,13,154,6,2023,178.0,169.0,155.0,167.57142857142858,165.6,6,0,False,False,True,False,False,True
2023-06-06,175.0,11,168,6,2023,140.0,126.0,168.0,172.57142857142858,165.83333333333334,6,1,False,False,False,True,False,True
2023-06-07,187.0,5,185,6,2023,163.0,164.0,179.0,176.0,166.1,6,2,False,False,False,True,True,False
2023-06-08,159.0,9,159,6,2023,206.0,162.0,181.0,169.28571428571428,165.36666666666667,6,3,False,False,True,False,False,False
2023-06-09,173.0,8,174,6,2023,186.0,171.0,174.0,167.42857142857142,165.33333333333334,6,4,False,False,False,True,False,False
2023-06-10,150.0,10,142,6,2023,150.0,163.0,174.0,167.42857142857142,164.53333333333333,6,5,False,False,False,False,True,False
2023-06-11,186.0,13,177,6,2023,180.0,163.0,175.0,168.28571428571428,164.9,6,6,False,False,True,False,False,True
2023-06-12,164.0,10,165,6,2023,148.0,178.0,154.0,170.57142857142858,165.23333333333332,6,0,False,False,False,True,True,False
2023-06-13,165.0,9,160,6,2023,175.0,140.0,158.0,169.14285714285714,165.46666666666667,6,1,False,False,True,False,True,False
2023-06-14,137.0,6,144,6,2023,187.0,163.0,163.0,162.0,164.6,6,2,False,False,False,True,False,True
2023-06-15,164.0,9,167,6,2023,159.0,206.0,162.0,162.71428571428572,164.66666666666666,6,3,False,False,False,True,True,False
2023-06-16,169.0,13,164,6,2023,173.0,186.0,161.0,162.14285714285714,164.93333333333334,6,4,False,False,True,False,False,True
2023-06-17,172.0,6,167,6,2023,150.0,150.0,145.0,165.28571428571428,165.83333333333334,6,5,False,False,False,True,False,True
2023-06-18,148.0,13,144,6,2023,186.0,180.0,168.0,159.85714285714286,165.16666666666666,6,6,False,False,False,True,False,False
2023-06-19,170.0,10,162,6,2023,164.0,148.0,160.0,160.71428571428572,165.5,6,0,False,False,True,False,True,False
2023-06-20,138.0,9,130,6,2023,165.0,175.0,177.0,156.85714285714286,164.2,6,1,False,False,False,True,True,False
2023-06-21,175.0,8,176,6,2023,137.0,187.0,169.0,162.28571428571428,164.4,6,2,False,False,True,False,True,False
2023-06-22,166.0,11,166,6,2023,164.0,159.0,126.0,162.57142857142858,165.73333333333332,6,3,False,False,False,False,False,False
2023-06-23,145.0,9,138,6,2023,169.0,173.0,164.0,159.14285714285714,165.1,6,4,False,False,False,True,True,False
2023-06-24,155.0,8,161,6,2023,172.0,150.0,162.0,156.71428571428572,164.86666666666667,6,5,False,False,False,False,True,False
2023-06-25,166.0,12,165,6,2023,148.0,186.0,171.0,159.28571428571428,164.7,6,6,False,False,False,False,False,False
2023-06-26,150.0,14,152,6,2023,170.0,164.0,163.0,156.42857142857142,164.26666666666668,6,0,False,False,False,False,False,False
2023-06-27,144.0,12,143,6,2023,138.0,165.0,163.0,157.28571428571428,163.63333333333333,6,1,False,False,True,False,True,False
2023-06-28,140.0,8,148,6,2023,175.0,137.0,178.0,152.28571428571428,162.36666666666667,6,2,False,False,True,False,False,False
2023-06-29,184.0,5,188,6,2023,166.0,164.0,140.0,154.85714285714286,163.83333333333334,6,3,False,False,True,False,False,True
2023-06-30,122.0,7,126,6,2023,145.0,169.0,163.0,151.57142857142858,162.46666666666667,6,4,False,False,False,True,True,False
2023-07-01,154.0,11,146,7,2023,155.0,172.0,206.0,151.42857142857142,160.73333333333332,7,5,False,False,False,True,False,False
2023-07-02,120.0,11,120,7,2023,166.0,148.0,186.0,144.85714285714286,158.53333333333333,7,6,False,False,False,True,False,True
2023-07-03,152.0,12,145,7,2023,150.0,170.0,150.0,145.14285714285714,158.6,7,0,False,False,False,True,True,False
2023-07-04,172.0,11,170,7,2023,144.0,138.0,180.0,149.14285714285714,158.33333333333334,7,1,False,False,False,False,False,False
2023-07-05,158.0,10,150,7,2023,140.0,175.0,148.0,151.71428571428572,158.66666666666666,7,2,False,False,True,False,True,False
2023-07-06,130.0,5,125,7,2023,184.0,166.0,175.0,144.0,157.16666666666666,7,3,False,False,True,False,False,True
2023-07-07,133.0,14,138,7,2023,122.0,145.0,187.0,145.57142857142858,155.36666666666667,7,4,False,False,True,False,False,False
2023-07-08,140.0,8,134,7,2023,154.0,155.0,159.0,143.57142857142858,154.73333333333332,7,5,False,False,True,False,False,False
2023-07-09,139.0,10,144,7,2023,120.0,166.0,173.0,146.28571428571428,153.6,7,6,False,False,True,False,False,True
2023-07-10,129.0,13,120,7,2023,152.0,150.0,150.0,143.0,152.9,7,0,False,False,False,False,False,True
2023-07-11,159.0,10,159,7,2023,172.0,144.0,186.0,141.14285714285714,152.0,7,1,False,False,False,True,False,False
2023-07-12,144.0,10,143,7,2023,158.0,140.0,164.0,139.14285714285714,151.33333333333334,7,2,False,False,True,False,False,True
2023-07-13,156.0,13,147,7,2023,130.0,184.0,165.0,142.85714285714286,151.03333333333333,7,3,False,False,True,False,False,True
2023-07-14,150.0,8,153,7,2023,133.0,122.0,137.0,145.28571428571428,151.46666666666667,7,4,False,False,False,False,True,False
2023-07-15,159.0,8,163,7,2023,140.0,154.0,164.0,148.0,151.3,7,5,False,False,True,False,True,False
2023-07-16,142.0,7,150,7,2023,139.0,120.0,169.0,148.42857142857142,150.4,7,6,False,False,False,True,False,True
2023-07-17,126.0,7,124,7,2023,129.0,152.0,172.0,148.0,148.86666666666667,7,0,False,False,True,False,False,False
2023-07-18,144.0,8,140,7,2023,159.0,172.0,148.0,145.85714285714286,148.73333333333332,7,1,False,False,False,False,False,True
2023-07-19,142.0,11,134,7,2023,144.0,158.0,170.0,145.57142857142858,147.8,7,2,False,False,True,False,False,True
2023-07-20,155.0,9,150,7,2023,156.0,130.0,138.0,145.42857142857142,148.36666666666667,7,3,False,False,True,False,True,False
2023-07-21,149.0,9,156,7,2023,150.0,133.0,175.0,145.28571428571428,147.5,7,4,False,False,True,False,True,False
2023-07-22,131.0,11,140,7,2023,159.0,140.0,166.0,141.28571428571428,146.33333333333334,7,5,False,False,True,False,False,False
2023-07-23,157.0,9,156,7,2023,142.0,139.0,145.0,143.42857142857142,146.73333333333332,7,6,False,False,False,True,False,True
2023-07-24,125.0,6,124,7,2023,126.0,129.0,155.0,143.28571428571428,145.73333333333332,7,0,False,False,True,False,True,False
2023-07-25,132.0,7,134,7,2023,144.0,159.0,166.0,141.57142857142858,144.6,7,1,False,False,True,False,True,False
2023-07-26,140.0,5,140,7,2023,142.0,144.0,150.0,141.28571428571428,144.26666666666668,7,2,False,False,False,True,True,False
2023-07-27,151.0,14,159,7,2023,155.0,156.0,144.0,140.71428571428572,144.5,7,3,False,False,False,False,True,False
2023-07-28,151.0,5,155,7,2023,149.0,150.0,140.0,141.0,144.86666666666667,7,4,False,False,True,False,True,False
2023-07-29,137.0,14,144,7,2023,131.0,159.0,184.0,141.85714285714286,143.3,7,5,False,False,True,False,False,False
2023-07-30,125.0,14,125,7,2023,157.0,142.0,122.0,137.28571428571428,143.4,7,6,False,False,True,False,False,False
2023-07-31,148.0,9,157,7,2023,125.0,126.0,154.0,140.57142857142858,143.2,7,0,False,False,False,False,False,False
2023-08-01,152.0,5,148,8,2023,132.0,144.0,120.0,143.42857142857142,144.26666666666668,8,1,False,False,True,False,False,False
2023-08-02,120.0,10,120,8,2023,140.0,142.0,152.0,140.57142857142858,143.2,8,2,False,False,False,True,False,False
2023-08-03,138.0,7,145,8,2023,151.0,155.0,172.0,138.71428571428572,142.06666666666666,8,3,False,False,False,False,False,True
2023-08-04,126.0,13,122,8,2023,151.0,149.0,158.0,135.14285714285714,141.0,8,4,False,False,False,False,False,False
2023-08-05,138.0,5,130,8,2023,137.0,131.0,130.0,135.28571428571428,141.26666666666668,8,5,False,False,False,True,False,False
2023-08-06,163.0,6,159,8,2023,125.0,157.0,133.0,140.71428571428572,142.26666666666668,8,6,False,False,False,False,False,False
2023-08-07,138.0,13,141,8,2023,148.0,125.0,140.0,139.28571428571428,142.2,8,0,False,False,False,True,False,True
2023-08-08,121.0,8,125,8,2023,152.0,132.0,139.0,134.85714285714286,141.6,8,1,False,False,False,True,False,False
2023-08-09,151.0,11,148,8,2023,120.0,140.0,129.0,139.28571428571428,142.33333333333334,8,2,False,False,False,False,False,True
2023-08-10,164.0,14,158,8,2023,138.0,151.0,159.0,143.0,142.5,8,3,False,False,False,True,True,False
2023-08-11,127.0,5,135,8,2023,126.0,151.0,144.0,143.14285714285714,141.93333333333334,8,4,False,False,False,False,False,False
2023-08-12,138.0,8,143,8,2023,138.0,137.0,156.0,143.14285714285714,141.33333333333334,8,5,False,False,False,True,False,False
2023-08-13,116.0,5,118,8,2023,163.0,125.0,150.0,136.42857142857142,140.2,8,6,False,False,False,False,False,False
2023-08-14,164.0,14,173,8,2023,138.0,148.0,159.0,140.14285714285714,140.36666666666667,8,0,False,False,False,False,False,True
2023-08-15,147.0,14,155,8,2023,121.0,152.0,142.0,143.85714285714286,140.53333333333333,8,1,False,False,False,False,False,False
2023-08-16,146.0,10,139,8,2023,151.0,120.0,126.0,143.14285714285714,141.2,8,2,False,False,False,False,False,False
2023-08-17,120.0,9,113,8,2023,164.0,138.0,144.0,136.85714285714286,140.4,8,3,False,False,False,True,False,False
2023-08-18,134.0,13,133,8,2023,127.0,126.0,142.0,137.85714285714286,140.13333333333333,8,4,False,False,False,False,False,False
2023-08-19,123.0,14,130,8,2023,138.0,138.0,155.0,135.71428571428572,139.06666666666666,8,5,False,False,True,False,False,True
2023-08-20,138.0,11,142,8,2023,116.0,163.0,149.0,138.85714285714286,138.7,8,6,False,False,False,False,False,True
2023-08-21,126.0,9,133,8,2023,164.0,138.0,131.0,133.42857142857142,138.53333333333333,8,0,False,False,True,False,False,True
2023-08-22,125.0,10,121,8,2023,147.0,121.0,157.0,130.28571428571428,137.46666666666667,8,1,False,False,False,True,False,True
2023-08-23,100.0,5,106,8,2023,146.0,151.0,125.0,123.71428571428571,136.63333333333333,8,2,False,False,False,True,True,False
2023-08-24,140.0,14,131,8,2023,120.0,164.0,132.0,126.57142857142857,136.9,8,3,False,False,False,False,True,False
2023-08-25,164.0,14,159,8,2023,134.0,127.0,140.0,130.85714285714286,137.7,8,4,False,False,True,False,True,False
2023-08-26,111.0,10,115,8,2023,123.0,138.0,151.0,129.14285714285714,136.36666666666667,8,5,False,False,False,False,False,True
2023-08-27,139.0,12,131,8,2023,138.0,116.0,151.0,129.28571428571428,135.96666666666667,8,6,False,False,False,False,False,True
2023-08-28,100.0,7,100,8,2023,126.0,164.0,137.0,125.57142857142857,134.73333333333332,8,0,False,False,False,True,False,False
2023-08-29,125.0,8,123,8,2023,125.0,147.0,125.0,125.57142857142857,134.73333333333332,8,1,False,False,False,True,False,True
2023-08-30,163.0,11,154,8,2023,100.0,146.0,148.0,134.57142857142858,135.23333333333332,8,2,False,False,False,True,True,False
2023-08-31,128.0,5,123,8,2023,140.0,120.0,152.0,132.85714285714286,134.43333333333334,8,3,False,False,True,False,False,False
2023-09-01,163.0,13,171,9,2023,164.0,134.0,120.0,132.71428571428572,135.86666666666667,9,4,False,False,False,True,False,True
2023-09-02,139.0,10,132,9,2023,111.0,123.0,138.0,136.71428571428572,135.9,9,5,False,False,False,False,False,True
2023-09-03,124.0,7,118,9,2023,139.0,138.0,126.0,134.57142857142858,135.83333333333334,9,6,False,False,False,False,False,False
2023-09-04,143.0,10,134,9,2023,100.0,126.0,138.0,140.71428571428572,136.0,9,0,False,False,True,False,False,True
2023-09-05,144.0,6,152,9,2023,125.0,125.0,163.0,143.42857142857142,135.36666666666667,9,1,False,False,False,False,False,False
2023-09-06,107.0,7,108,9,2023,163.0,100.0,138.0,135.42857142857142,134.33333333333334,9,2,False,False,False,False,False,False
2023-09-07,144.0,10,148,9,2023,128.0,140.0,121.0,137.71428571428572,135.1,9,3,False,False,False,False,False,True
