Date,Material_Name,Quantity_Consumed,Lead_Time,Sales_Volume,Vendor_Name,Location,Month,Year
2023-01-21,Cement,152,14,148,Vendor_C,Delhi,1,2023
2023-01-21,Sand,107,6,113,Vendor_B,Noida,1,2023
2023-01-22,TMT_Steel,213,9,203,Vendor_C,Ghaziabad,1,2023
2023-01-22,Cement,161,13,159,Vendor_B,Ghaziabad,1,2023
2023-01-22,Sand,119,7,111,Vendor_C,Noida,1,2023
2023-01-23,TMT_Steel,215,12,205,Vendor_C,Ghaziabad,1,2023
2023-01-23,Cement,162,5,171,Vendor_B,Ghaziabad,1,2023
2023-01-23,Sand,112,6,119,Vendor_A,Ghaziabad,1,2023
2023-01-24,TMT_Steel,197,10,188,Vendor_B,Delhi,1,2023
2023-01-24,Cement,160,5,153,Vendor_A,Noida,1,2023
2023-01-24,Sand,107,5,100,Vendor_B,Noida,1,2023
2023-01-25,TMT_Steel,188,11,185,Vendor_A,Ghaziabad,1,2023
2023-01-25,Cement,157,5,149,Vendor_C,Noida,1,2023
2023-01-25,Sand,114,10,122,Vendor_C,Delhi,1,2023
2023-01-26,TMT_Steel,180,10,183,Vendor_B,Noida,1,2023
2023-01-26,Cement,158,6,155,Vendor_C,Ghaziabad,1,2023
2023-01-26,Sand,114,5,104,Vendor_B,Delhi,1,2023
2023-01-27,TMT_Steel,218,8,226,Vendor_B,Delhi,1,2023
2023-01-27,Cement,146,5,138,Vendor_A,Ghaziabad,1,2023
2023-01-27,Sand,82,7,77,Vendor_A,Noida,1,2023
2023-01-28,TMT_Steel,205,9,203,Vendor_A,Ghaziabad,1,2023
2023-01-28,Cement,157,5,149,Vendor_A,Ghaziabad,1,2023
2023-01-28,Sand,120,9,129,Vendor_C,Noida,1,2023
2023-01-29,TMT_Steel,200,6,192,Vendor_C,Ghaziabad,1,2023
2023-01-29,Cement,147,10,146,Vendor_A,Noida,1,2023
2023-01-29,Sand,119,10,126,Vendor_C,Delhi,1,2023
2023-01-30,TMT_Steel,236,14,227,Vendor_C,Ghaziabad,1,2023
2023-01-30,Cement,165,13,155,Vendor_C,Ghaziabad,1,2023
2023-01-30,Sand,118,10,118,Vendor_C,Ghaziabad,1,2023
2023-01-31,TMT_Steel,189,6,181,Vendor_C,Noida,1,2023
2023-01-31,Cement,146,14,148,Vendor_A,Noida,1,2023
2023-01-31,Sand,101,11,109,Vendor_B,Noida,1,2023
2023-02-01,TMT_Steel,208,6,212,Vendor_B,Noida,2,2023
2023-02-01,Cement,162,13,170,Vendor_C,Noida,2,2023
2023-02-01,Sand,97,8,103,Vendor_A,Noida,2,2023
2023-02-02,TMT_Steel,180,9,177,Vendor_A,Noida,2,2023
2023-02-02,Cement,167,9,168,Vendor_B,Ghaziabad,2,2023
2023-02-02,Sand,128,7,137,Vendor_C,Noida,2,2023
2023-02-03,TMT_Steel,208,8,205,Vendor_C,Delhi,2,2023
2023-02-03,Cement,141,14,135,Vendor_B,Ghaziabad,2,2023
2023-02-03,Sand,81,9,79,Vendor_A,Delhi,2,2023
2023-02-04,TMT_Steel,188,13,193,Vendor_A,Delhi,2,2023
2023-02-04,Cement,156,9,153,Vendor_C,Delhi,2,2023
2023-02-04,Sand,115,10,109,Vendor_C,Noida,2,2023
2023-02-05,TMT_Steel,245,14,237,Vendor_C,Ghaziabad,2,2023
2023-02-05,Cement,180,9,183,Vendor_B,Ghaziabad,2,2023
2023-02-05,Sand,101,5,105,Vendor_A,Delhi,2,2023
2023-02-06,TMT_Steel,222,5,215,Vendor_B,Ghaziabad,2,2023
2023-02-06,Cement,170,11,164,Vendor_B,Ghaziabad,2,2023
2023-02-06,Sand,107,14,106,Vendor_A,Ghaziabad,2,2023
2023-02-07,TMT_Steel,220,14,228,Vendor_C,Ghaziabad,2,2023
2023-02-07,Cement,209,8,211,Vendor_C,Noida,2,2023
2023-02-07,Sand,113,12,118,Vendor_B,Ghaziabad,2,2023
2023-02-08,TMT_Steel,217,12,226,Vendor_C,Delhi,2,2023
2023-02-08,Cement,176,6,177,Vendor_A,Delhi,2,2023
2023-02-08,Sand,96,9,104,Vendor_C,Noida,2,2023
2023-02-09,TMT_Steel,215,7,216,Vendor_A,Ghaziabad,2,2023
2023-02-09,Cement,170,6,170,Vendor_C,Delhi,2,2023
2023-02-09,Sand,128,6,136,Vendor_A,Delhi,2,2023
2023-02-10,TMT_Steel,205,14,202,Vendor_A,Ghaziabad,2,2023
2023-02-10,Cement,166,14,165,Vendor_C,Ghaziabad,2,2023
2023-02-10,Sand,94,8,90,Vendor_C,Delhi,2,2023
2023-02-11,TMT_Steel,200,12,207,Vendor_C,Noida,2,2023
2023-02-11,Cement,175,14,168,Vendor_A,Noida,2,2023
2023-02-11,Sand,122,13,116,Vendor_A,Ghaziabad,2,2023
2023-02-12,TMT_Steel,241,8,233,Vendor_A,Delhi,2,2023
2023-02-12,Cement,188,5,195,Vendor_A,Noida,2,2023
2023-02-12,Sand,103,5,97,Vendor_C,Delhi,2,2023
2023-02-13,TMT_Steel,231,11,233,Vendor_C,Noida,2,2023
2023-02-13,Cement,157,5,163,Vendor_B,Ghaziabad,2,2023
2023-02-13,Sand,117,13,126,Vendor_A,Noida,2,2023
2023-02-14,TMT_Steel,224,8,230,Vendor_A,Noida,2,2023
2023-02-14,Cement,159,13,160,Vendor_B,Ghaziabad,2,2023
2023-02-14,Sand,107,8,110,Vendor_B,Ghaziabad,2,2023
2023-02-15,TMT_Steel,228,14,236,Vendor_A,Delhi,2,2023
2023-02-15,Cement,151,13,143,Vendor_C,Delhi,2,2023
2023-02-15,Sand,145,9,154,Vendor_A,Delhi,2,2023
2023-02-16,TMT_Steel,226,9,222,Vendor_A,Ghaziabad,2,2023
2023-02-16,Cement,174,14,173,Vendor_C,Delhi,2,2023
2023-02-16,Sand,115,7,109,Vendor_B,Delhi,2,2023
2023-02-17,TMT_Steel,204,6,204,Vendor_C,Ghaziabad,2,2023
2023-02-17,Cement,166,11,161,Vendor_B,Noida,2,2023
2023-02-17,Sand,115,12,118,Vendor_C,Ghaziabad,2,2023
2023-02-18,TMT_Steel,207,10,201,Vendor_B,Noida,2,2023
2023-02-18,Cement,168,12,176,Vendor_B,Delhi,2,2023
2023-02-18,Sand,93,5,102,Vendor_C,Noida,2,2023
2023-02-19,TMT_Steel,194,13,190,Vendor_C,Noida,2,2023
2023-02-19,Cement,139,10,147,Vendor_B,Ghaziabad,2,2023
2023-02-19,Sand,131,14,127,Vendor_C,Delhi,2,2023
2023-02-20,TMT_Steel,210,12,219,Vendor_B,Delhi,2,2023
2023-02-20,Cement,165,11,163,Vendor_A,Ghaziabad,2,2023
2023-02-20,Sand,123,13,129,Vendor_C,Noida,2,2023
2023-02-21,TMT_Steel,238,10,228,Vendor_C,Delhi,2,2023
2023-02-21,Cement,185,9,187,Vendor_C,Ghaziabad,2,2023
2023-02-21,Sand,111,10,116,Vendor_B,Noida,2,2023
2023-02-22,TMT_Steel,228,13,235,Vendor_A,Noida,2,2023
2023-02-22,Cement,149,5,155,Vendor_C,Ghaziabad,2,2023
2023-02-22,Sand,133,11,138,Vendor_C,Delhi,2,2023
2023-02-23,TMT_Steel,243,14,243,Vendor_C,Delhi,2,2023
2023-02-23,Cement,198,14,195,Vendor_B,Delhi,2,2023
2023-02-23,Sand,103,14,96,Vendor_C,Delhi,2,2023
2023-02-24,TMT_Steel,195,13,189,Vendor_C,Noida,2,2023
2023-02-24,Cement,157,10,150,Vendor_B,Noida,2,2023
2023-02-24,Sand,142,7,147,Vendor_B,Noida,2,2023
2023-02-25,TMT_Steel,194,6,189,Vendor_A,Delhi,2,2023
2023-02-25,Cement,191,14,182,Vendor_C,Ghaziabad,2,2023
2023-02-25,Sand,90,9,97,Vendor_B,Ghaziabad,2,2023
2023-02-26,TMT_Steel,215,6,205,Vendor_C,Noida,2,2023
2023-02-26,Cement,162,5,166,Vendor_B,Delhi,2,2023
2023-02-26,Sand,137,5,143,Vendor_B,Noida,2,2023
2023-02-27,TMT_Steel,206,13,197,Vendor_C,Delhi,2,2023
2023-02-27,Cement,142,11,147,Vendor_A,Delhi,2,2023
2023-02-27,Sand,107,5,102,Vendor_A,Ghaziabad,2,2023
2023-02-28,TMT_Steel,241,9,233,Vendor_A,Delhi,2,2023
2023-02-28,Cement,170,9,164,Vendor_A,Ghaziabad,2,2023
2023-02-28,Sand,112,5,115,Vendor_C,Noida,2,2023
2023-03-01,TMT_Steel,193,8,201,Vendor_C,Ghaziabad,3,2023
2023-03-01,Cement,177,12,168,Vendor_A,Ghaziabad,3,2023
2023-03-01,Sand,100,14,96,Vendor_B,Noida,3,2023
2023-03-02,TMT_Steel,165,6,157,Vendor_A,Delhi,3,2023
2023-03-02,Cement,163,5,164,Vendor_B,Delhi,3,2023
2023-03-02,Sand,148,11,154,Vendor_A,Delhi,3,2023
2023-03-03,TMT_Steel,243,9,247,Vendor_C,Noida,3,2023
2023-03-03,Cement,189,11,197,Vendor_C,Delhi,3,2023
2023-03-03,Sand,130,6,125,Vendor_A,Noida,3,2023
2023-03-04,TMT_Steel,233,7,237,Vendor_C,Delhi,3,2023
2023-03-04,Cement,141,8,132,Vendor_C,Ghaziabad,3,2023
2023-03-04,Sand,87,11,91,Vendor_B,Noida,3,2023
2023-03-05,TMT_Steel,247,7,246,Vendor_A,Delhi,3,2023
2023-03-05,Cement,182,12,181,Vendor_A,Delhi,3,2023
2023-03-05,Sand,127,14,133,Vendor_B,Noida,3,2023
2023-03-06,TMT_Steel,219,7,210,Vendor_C,Ghaziabad,3,2023
2023-03-06,Cement,160,13,164,Vendor_C,Noida,3,2023
2023-03-06,Sand,153,10,153,Vendor_B,Delhi,3,2023
2023-03-07,TMT_Steel,201,12,206,Vendor_C,Noida,3,2023
2023-03-07,Cement,176,7,168,Vendor_B,Noida,3,2023
2023-03-07,Sand,104,14,111,Vendor_A,Delhi,3,2023
2023-03-08,TMT_Steel,227,14,234,Vendor_B,Noida,3,2023
2023-03-08,Cement,160,5,155,Vendor_A,Ghaziabad,3,2023
2023-03-08,Sand,86,6,89,Vendor_A,Noida,3,2023
2023-03-09,TMT_Steel,226,14,232,Vendor_A,Ghaziabad,3,2023
2023-03-09,Cement,166,13,170,Vendor_B,Ghaziabad,3,2023
2023-03-09,Sand,119,12,123,Vendor_B,Noida,3,2023
2023-03-10,TMT_Steel,216,12,206,Vendor_C,Noida,3,2023
2023-03-10,Cement,165,7,171,Vendor_C,Ghaziabad,3,2023
2023-03-10,Sand,110,14,113,Vendor_A,Delhi,3,2023
2023-03-11,TMT_Steel,210,12,213,Vendor_C,Ghaziabad,3,2023
2023-03-11,Cement,164,11,172,Vendor_B,Noida,3,2023
2023-03-11,Sand,120,11,112,Vendor_B,Noida,3,2023
2023-03-12,TMT_Steel,264,6,266,Vendor_B,Ghaziabad,3,2023
2023-03-12,Cement,185,7,180,Vendor_A,Ghaziabad,3,2023
2023-03-12,Sand,105,14,99,Vendor_A,Noida,3,2023
2023-03-13,TMT_Steel,215,13,211,Vendor_C,Delhi,3,2023
2023-03-13,Cement,145,8,147,Vendor_A,Noida,3,2023
2023-03-13,Sand,122,14,115,Vendor_B,Delhi,3,2023
2023-03-14,TMT_Steel,218,8,222,Vendor_C,Delhi,3,2023
2023-03-14,Cement,191,10,195,Vendor_B,Delhi,3,2023
2023-03-14,Sand,141,7,147,Vendor_B,Delhi,3,2023
2023-03-15,TMT_Steel,227,13,226,Vendor_C,Delhi,3,2023
2023-03-15,Cement,179,12,170,Vendor_C,Delhi,3,2023
2023-03-15,Sand,114,10,116,Vendor_A,Noida,3,2023
2023-03-16,TMT_Steel,198,10,193,Vendor_A,Delhi,3,2023
2023-03-16,Cement,177,8,182,Vendor_C,Ghaziabad,3,2023
2023-03-16,Sand,131,10,135,Vendor_B,Ghaziabad,3,2023
2023-03-17,TMT_Steel,221,12,227,Vendor_A,Ghaziabad,3,2023
2023-03-17,Cement,181,12,172,Vendor_A,Ghaziabad,3,2023
2023-03-17,Sand,127,9,135,Vendor_A,Ghaziabad,3,2023
2023-03-18,TMT_Steel,210,8,218,Vendor_C,Ghaziabad,3,2023
2023-03-18,Cement,154,8,144,Vendor_A,Delhi,3,2023
2023-03-18,Sand,112,10,115,Vendor_C,Delhi,3,2023
2023-03-19,TMT_Steel,214,8,208,Vendor_C,Delhi,3,2023
2023-03-19,Cement,182,6,177,Vendor_C,Delhi,3,2023
2023-03-19,Sand,94,9,93,Vendor_A,Delhi,3,2023
2023-03-20,TMT_Steel,234,9,224,Vendor_C,Noida,3,2023
2023-03-20,Cement,160,5,158,Vendor_C,Ghaziabad,3,2023
2023-03-20,Sand,118,11,113,Vendor_A,Delhi,3,2023
2023-03-21,TMT_Steel,204,5,196,Vendor_C,Ghaziabad,3,2023
2023-03-21,Cement,176,9,183,Vendor_C,Noida,3,2023
2023-03-21,Sand,129,13,129,Vendor_C,Delhi,3,2023
2023-03-22,TMT_Steel,212,12,202,Vendor_C,Ghaziabad,3,2023
2023-03-22,Cement,151,13,148,Vendor_B,Delhi,3,2023
2023-03-22,Sand,131,9,123,Vendor_A,Ghaziabad,3,2023
2023-03-23,TMT_Steel,229,9,223,Vendor_C,Delhi,3,2023
2023-03-23,Cement,179,13,172,Vendor_B,Noida,3,2023
2023-03-23,Sand,100,14,102,Vendor_B,Noida,3,2023
2023-03-24,TMT_Steel,237,12,233,Vendor_C,Delhi,3,2023
2023-03-24,Cement,163,7,166,Vendor_B,Delhi,3,2023
2023-03-24,Sand,130,5,134,Vendor_C,Ghaziabad,3,2023
2023-03-25,TMT_Steel,252,5,258,Vendor_C,Delhi,3,2023
2023-03-25,Cement,180,12,177,Vendor_A,Ghaziabad,3,2023
2023-03-25,Sand,84,11,92,Vendor_A,Delhi,3,2023
2023-03-26,TMT_Steel,197,5,206,Vendor_B,Noida,3,2023
2023-03-26,Cement,187,11,196,Vendor_C,Ghaziabad,3,2023
2023-03-26,Sand,132,8,122,Vendor_C,Noida,3,2023
2023-03-27,TMT_Steel,235,14,226,Vendor_B,Delhi,3,2023
2023-03-27,Cement,194,8,189,Vendor_C,Noida,3,2023
2023-03-27,Sand,119,12,121,Vendor_A,Noida,3,2023
2023-03-28,TMT_Steel,220,9,217,Vendor_B,Ghaziabad,3,2023
2023-03-28,Cement,207,8,211,Vendor_A,Delhi,3,2023
2023-03-28,Sand,134,7,142,Vendor_A,Delhi,3,2023
2023-03-29,TMT_Steel,234,8,227,Vendor_A,Ghaziabad,3,2023
2023-03-29,Cement,180,14,189,Vendor_B,Ghaziabad,3,2023
2023-03-29,Sand,143,10,140,Vendor_C,Ghaziabad,3,2023
2023-03-30,TMT_Steel,213,14,216,Vendor_C,Ghaziabad,3,2023
2023-03-30,Cement,148,12,150,Vendor_C,Delhi,3,2023
2023-03-30,Sand,156,12,160,Vendor_C,Noida,3,2023
2023-03-31,TMT_Steel,221,8,221,Vendor_C,Delhi,3,2023
2023-03-31,Cement,160,10,158,Vendor_C,Delhi,3,2023
2023-03-31,Sand,139,12,147,Vendor_B,Ghaziabad,3,2023
2023-04-01,TMT_Steel,215,8,218,Vendor_C,Noida,4,2023
2023-04-01,Cement,162,10,152,Vendor_A,Noida,4,2023
2023-04-01,Sand,158,13,162,Vendor_A,Ghaziabad,4,2023
2023-04-02,TMT_Steel,227,14,225,Vendor_B,Noida,4,2023
2023-04-02,Cement,154,10,154,Vendor_A,Noida,4,2023
2023-04-02,Sand,95,11,86,Vendor_C,Noida,4,2023
2023-04-03,TMT_Steel,239,7,245,Vendor_A,Noida,4,2023
2023-04-03,Cement,157,8,153,Vendor_A,Ghaziabad,4,2023
2023-04-03,Sand,132,10,138,Vendor_B,Noida,4,2023
2023-04-04,TMT_Steel,217,9,224,Vendor_A,Delhi,4,2023
2023-04-04,Cement,176,5,174,Vendor_A,Ghaziabad,4,2023
2023-04-04,Sand,120,10,129,Vendor_C,Delhi,4,2023
2023-04-05,TMT_Steel,221,5,218,Vendor_A,Ghaziabad,4,2023
2023-04-05,Cement,186,5,182,Vendor_B,Ghaziabad,4,2023
2023-04-05,Sand,106,12,114,Vendor_C,Ghaziabad,4,2023
2023-04-06,TMT_Steel,195,5,203,Vendor_A,Delhi,4,2023
2023-04-06,Cement,169,7,166,Vendor_A,Ghaziabad,4,2023
2023-04-06,Sand,111,5,118,Vendor_C,Delhi,4,2023
2023-04-07,TMT_Steel,216,10,207,Vendor_C,Ghaziabad,4,2023
2023-04-07,Cement,192,6,198,Vendor_B,Delhi,4,2023
2023-04-07,Sand,143,5,136,Vendor_B,Ghaziabad,4,2023
2023-04-08,TMT_Steel,219,11,216,Vendor_B,Noida,4,2023
2023-04-08,Cement,167,7,166,Vendor_B,Delhi,4,2023
2023-04-08,Sand,127,6,130,Vendor_B,Ghaziabad,4,2023
2023-04-09,TMT_Steel,214,11,221,Vendor_A,Noida,4,2023
2023-04-09,Cement,168,5,165,Vendor_B,Noida,4,2023
2023-04-09,Sand,95,10,92,Vendor_B,Delhi,4,2023
2023-04-10,TMT_Steel,224,9,228,Vendor_B,Delhi,4,2023
2023-04-10,Cement,177,12,181,Vendor_A,Noida,4,2023
2023-04-10,Sand,103,7,94,Vendor_C,Delhi,4,2023
2023-04-11,TMT_Steel,231,8,234,Vendor_A,Ghaziabad,4,2023
2023-04-11,Cement,155,9,164,Vendor_A,Noida,4,2023
2023-04-11,Sand,115,6,120,Vendor_C,Ghaziabad,4,2023
2023-04-12,TMT_Steel,203,14,199,Vendor_B,Noida,4,2023
2023-04-12,Cement,144,5,135,Vendor_C,Noida,4,2023
2023-04-12,Sand,146,9,150,Vendor_B,Delhi,4,2023
2023-04-13,TMT_Steel,200,7,191,Vendor_B,Ghaziabad,4,2023
2023-04-13,Cement,157,8,158,Vendor_B,Ghaziabad,4,2023
2023-04-13,Sand,100,6,98,Vendor_B,Ghaziabad,4,2023
2023-04-14,TMT_Steel,245,7,246,Vendor_B,Delhi,4,2023
2023-04-14,Cement,184,6,190,Vendor_B,Noida,4,2023
2023-04-14,Sand,119,5,127,Vendor_A,Noida,4,2023
2023-04-15,TMT_Steel,224,13,226,Vendor_A,Ghaziabad,4,2023
2023-04-15,Cement,143,13,139,Vendor_B,Delhi,4,2023
2023-04-15,Sand,122,14,115,Vendor_A,Noida,4,2023
2023-04-16,TMT_Steel,216,6,218,Vendor_A,Noida,4,2023
2023-04-16,Cement,144,9,150,Vendor_A,Delhi,4,2023
2023-04-16,Sand,127,14,122,Vendor_B,Delhi,4,2023
2023-04-17,TMT_Steel,210,12,205,Vendor_A,Noida,4,2023
2023-04-17,Cement,173,13,164,Vendor_A,Delhi,4,2023
2023-04-17,Sand,160,14,166,Vendor_A,Delhi,4,2023
2023-04-18,TMT_Steel,215,6,218,Vendor_C,Noida,4,2023
2023-04-18,Cement,176,9,184,Vendor_C,Delhi,4,2023
2023-04-18,Sand,108,7,101,Vendor_A,Ghaziabad,4,2023
2023-04-19,TMT_Steel,209,8,206,Vendor_A,Delhi,4,2023
2023-04-19,Cement,147,11,153,Vendor_B,Noida,4,2023
2023-04-19,Sand,127,12,131,Vendor_A,Delhi,4,2023
2023-04-20,TMT_Steel,220,12,214,Vendor_B,Ghaziabad,4,2023
2023-04-20,Cement,178,5,178,Vendor_B,Ghaziabad,4,2023
2023-04-20,Sand,96,6,98,Vendor_B,Delhi,4,2023
2023-04-21,TMT_Steel,211,13,209,Vendor_B,Ghaziabad,4,2023
2023-04-21,Cement,203,5,200,Vendor_B,Delhi,4,2023
2023-04-21,Sand,143,14,140,Vendor_B,Delhi,4,2023
2023-04-22,TMT_Steel,208,7,204,Vendor_B,Noida,4,2023
2023-04-22,Cement,176,7,177,Vendor_A,Ghaziabad,4,2023
2023-04-22,Sand,126,6,121,Vendor_C,Delhi,4,2023
2023-04-23,TMT_Steel,213,5,219,Vendor_A,Delhi,4,2023
2023-04-23,Cement,158,13,157,Vendor_B,Ghaziabad,4,2023
2023-04-23,Sand,98,12,103,Vendor_B,Ghaziabad,4,2023
2023-04-24,TMT_Steel,215,12,223,Vendor_B,Delhi,4,2023
2023-04-24,Cement,187,10,181,Vendor_B,Noida,4,2023
2023-04-24,Sand,128,10,133,Vendor_A,Delhi,4,2023
2023-04-25,TMT_Steel,238,14,236,Vendor_A,Delhi,4,2023
2023-04-25,Cement,183,14,187,Vendor_C,Delhi,4,2023
2023-04-25,Sand,99,9,95,Vendor_C,Delhi,4,2023
2023-04-26,TMT_Steel,257,13,253,Vendor_C,Ghaziabad,4,2023
2023-04-26,Cement,165,8,172,Vendor_A,Ghaziabad,4,2023
2023-04-26,Sand,115,7,111,Vendor_B,Noida,4,2023
2023-04-27,TMT_Steel,232,12,238,Vendor_C,Ghaziabad,4,2023
2023-04-27,Cement,160,6,152,Vendor_B,Delhi,4,2023
2023-04-27,Sand,119,11,120,Vendor_C,Delhi,4,2023
2023-04-28,TMT_Steel,233,12,237,Vendor_B,Delhi,4,2023
2023-04-28,Cement,189,6,191,Vendor_A,Delhi,4,2023
2023-04-28,Sand,120,14,110,Vendor_A,Noida,4,2023
2023-04-29,TMT_Steel,214,14,206,Vendor_A,Noida,4,2023
2023-04-29,Cement,182,11,173,Vendor_B,Noida,4,2023
2023-04-29,Sand,111,11,103,Vendor_B,Ghaziabad,4,2023
2023-04-30,TMT_Steel,199,8,202,Vendor_A,Noida,4,2023
2023-04-30,Cement,167,12,172,Vendor_A,Ghaziabad,4,2023
2023-04-30,Sand,109,13,110,Vendor_A,Ghaziabad,4,2023
2023-05-01,TMT_Steel,210,8,206,Vendor_C,Delhi,5,2023
2023-05-01,Cement,189,5,183,Vendor_A,Delhi,5,2023
2023-05-01,Sand,111,12,114,Vendor_A,Noida,5,2023
2023-05-02,TMT_Steel,213,8,220,Vendor_C,Delhi,5,2023
2023-05-02,Cement,177,5,182,Vendor_C,Delhi,5,2023
2023-05-02,Sand,141,13,144,Vendor_B,Ghaziabad,5,2023
2023-05-03,TMT_Steel,213,14,206,Vendor_A,Noida,5,2023
2023-05-03,Cement,153,9,147,Vendor_C,Delhi,5,2023
2023-05-03,Sand,114,12,117,Vendor_C,Ghaziabad,5,2023
2023-05-04,TMT_Steel,204,6,204,Vendor_A,Noida,5,2023
2023-05-04,Cement,184,14,186,Vendor_B,Delhi,5,2023
2023-05-04,Sand,141,6,141,Vendor_C,Noida,5,2023
2023-05-05,TMT_Steel,210,12,202,Vendor_C,Delhi,5,2023
2023-05-05,Cement,165,9,160,Vendor_C,Delhi,5,2023
2023-05-05,Sand,138,12,144,Vendor_A,Delhi,5,2023
2023-05-06,TMT_Steel,207,7,199,Vendor_C,Delhi,5,2023
2023-05-06,Cement,155,13,159,Vendor_C,Ghaziabad,5,2023
2023-05-06,Sand,105,8,103,Vendor_C,Ghaziabad,5,2023
2023-05-07,TMT_Steel,203,12,201,Vendor_B,Ghaziabad,5,2023
2023-05-07,Cement,168,13,160,Vendor_C,Ghaziabad,5,2023
2023-05-07,Sand,115,6,109,Vendor_C,Ghaziabad,5,2023
2023-05-08,TMT_Steel,213,10,217,Vendor_C,Ghaziabad,5,2023
2023-05-08,Cement,179,10,186,Vendor_C,Ghaziabad,5,2023
2023-05-08,Sand,101,9,95,Vendor_A,Noida,5,2023
2023-05-09,TMT_Steel,216,14,224,Vendor_B,Noida,5,2023
